y
4.15
5.38
5.22
4.61
5.69
7.99
8.3
11.68
9.37
12.91
9.37
8.76
3.69
3.69
4.15
6.61
6.15
7.22
10.6
8.76
7.99
8.3
22.27
8.61
8.3
7.99
7.77
7.66
5.18
7.3
7.18
6.71
20.59
19.05
20.28
13.83
15.06
20.59
22.13
26.72
21.82
14.75
6.76
5.42
8.24
11.99
11.06
14.14
20.9
20.59
19.05
18.13
17.52
16.9
15.06
13.22
8.61
11.06
12.6
9.83
10.76
13.52
13.83
23.05
28.5
26.12
25.51
37.41
37.41
19.98
10.45
7.99
8.91
9.53
11.06
13.22
14.75
16.6
25.2
24.28
25.2
29.39
29.39
24.59
26.72
15.98
14.14
11.06
8.61
11.99
11.99
28.5
19.36
16.9
15.06
16.6
15.06
14.44
21.51
26.72
16.29
14.14
12.91
13.22
12.6
12.6
13.83
18.44
24.94
27.61
10.76
11.06
10.76
7.99
9.22
7.38
7.07
6.48
8.72
6.95
7.77
6.76
9.83
11.68
20.59
18.44
19.05
15.06
7.99
7.07
7.38
7.99
11.68
12.29
8.91
7.38
9.22
9.83
11.37
18.13
16.6
9.83
15.98
14.75
11.99
8.91
5.65
7.38
9.22
9.22
7.07
14.44
6.76
5.65
8.24
10.14
10.14
6.76
4.12
4.83
4.71
6.6
2.18
3.06
3.18
3.53
4.24
4.59
4.12
7.3
9.19
6.83
8.83
3.77
2.47
6.83
6.24
5.54
4.12
4.24
1.53
3.3
4.71
6.24
4.48
5.77
2.59
2.12
2.47
1.88
2.59
2.83
2.83
4.48
1.88
1.88
0.84
0.84
0.84
1.83
1.91
3.18
1.87
3.06
5.06
3.53
3.3
4.59
2.94
1.04
0.68
0.76
1.11
1.95
3.06
4.36
1.39
2.31
2.11
1.79
2.36
3.89
3.3
3.06
1.83
1.19
0.8
1.23
1.21
1.19
1.51
1.27
1.71
1.63
1.75
5.16
4.54
4.54
1.93
1.96
1.1
0.98
0.74
0.86
1.1
2.03
1.41
1.35
1.53
3.89
5.67
3.72
4.37
3.56
3.08
1.66
2.09
2.33
1.84
2.03
3.81
3.19
2.82
3.13
3.31
4.17
4.17
3.89
3.07
3.25
2.46
2.09
1.66
1.72
1.96
2.03
1.96
2.09
1.53
2.21
1.53
3.56
2.95
1.78
1.9
1.72
1.96
2.39
2.64
3.44
1.53
1.47
1.9
1.6
1.96
2.88
1.9
2.88
3.38
3.38
3.25
3.72
2.95
2.64
1.9
1.84
1.66
1.9
1.53
1.72
1.66
1.78
1.9
1.78
2.76
4.69
3.07
2.09
1.96
2.21
1.78
1.6
1.72
2.46
2.21
4.86
2.64
2.7
4.11
2.64
2.46
2.58
2.58
5.5
7.12
4.69
5.34
4.53
2.82
1.6
1.66
5.34
5.67
6.8
7.45
5.5
7.77
8.74
9.23
5.63
5.33
2.76
2.67
2.58
3.07
3.56
6.07
5.63
10.69
9.07
7.45
7.29
7.12
8.54
8.33
11.98
9.8
7.61
6.63
5.65
7.52
8.18
7.73
9.71
7.77
5.83
9.07
12.63
17.81
14.89
11.01
4.67
3.81
3.81
5.52
6.87
11.66
12.63
12.63
10.36
7.77
8.09
11.66
11.98
13.28
11.01
5.03
4.05
4.42
5.89
6.26
12.95
11.98
11.98
11.98
14.57
12.63
13.92
14.57
14.57
9.39
5.28
7
5.89
6.51
8.59
11.33
12.3
14.57
14.9
15.22
17.48
15.54
18.78
21.69
12.95
5.65
5.77
5.16
8.1
12.95
12.95
15.54
13.92
12.3
18.46
12.3
15.54
15.22
14.89
11.01
9.71
8.96
7.49
9.71
7.77
10.69
10.04
11.33
19.43
17.48
22.99
21.05
25.37
12.95
8.42
7.77
8.74
15.87
15.87
14.25
11.98
13.6
17.81
15.87
11.33
20.4
27.18
15.22
24.93
8.74
5.03
6.26
10.36
17.48
20.07
16.19
16.51
17.48
16.51
20
30.8
7.12
9.07
6.38
7.73
13.92
11.33
11.66
10.69
12.63
13.92
15.87
16.51
17.81
25.37
15.22
20.07
10.36
7.77
7.45
6.75
7.49
8.47
6.38
7.37
8.1
10.69
13.92
10.36
11.98
10.69
6.14
4.3
5.28
5.4
5.28
5.65
5.03
4.3
3.31
2.21
1.76
2.09
3.31
4.3
3.68
3.56
3.19
3.68
2.95
2.58
3.44
5.28
4.42
2.82
1.43
1.43
1.84
3.19
2.13
1.6
1.76
2.33
3.93
2.82
2.46
3.07
2.82
2.82
1.27
0.86
0.86
0.98
2.09
1.93
2.05
1.72
3.68
2.82
3.19
3.07
3.31
1.93
1.84
1.52
1.72
3.31
2.21
1.84
1.39
1.19
1.11
1.84
1.76
1.84
2.33
1.72
1.06
1.27
0.9
0.74
0.78
1.11
1.84
1.11
1.06
0.94
0.98
1.78
2.09
2.21
1.96
1.5
1.04
1.29
1.17
2.33
1.1
0.8
0.87
0.87
1.21
1.67
1.73
1.67
2.34
1.91
1.48
1.14
1.22
1.3
0.76
0.93
1.18
1.42
1.23
1.67
1.73
2.1
2.41
1.91
1.11
0.76
0.85
1.3
0.66
0.55
0.55
0.72
1.21
1.73
1.97
2.53
2.9
5.22
1.97
1.36
0.7
0.68
0.63
0.8
1.05
0.68
1.02
0.95
0.85
0.87
1.04
1.79
2.41
2.28
1.05
1.42
2.53
1.85
2.22
1.79
1.36
0.78
0.74
0.55
0.76
1.1
0.99
1.42
0.68
0.76
0.89
1.3
1.17
1.16
1.36
1.73
1.3
0.7
0.57
0.59
1.14
0.87
0.57
0.68
0.66
0.99
1.73
2.1
2.47
2.71
2.59
3.89
2.71
2.1
3.02
1.85
1.85
1.6
1.54
2.9
2.16
1.91
2.04
2.9
3.02
6.01
1.54
1.67
1.42
1.17
1.67
2.65
2.9
4.19
5.06
5.06
3.95
4.11
5.38
5.85
6.01
5.38
3.89
3.45
1.97
1.97
2.22
3.52
5.38
5.06
4.9
4.74
6.48
6.8
8.06
8.06
7.59
5.06
3.16
3.33
4.59
4.11
6.33
8.06
11.99
12.98
14.32
13.42
7.59
8.54
11.54
7.91
6.01
5.38
3.64
2.96
3.15
4.74
8.7
10.59
11.23
10.44
12.33
12.65
11.7
11.39
6.54
5.43
3.7
2.88
4.93
8.88
9.97
11.07
9.5
10.44
12.65
14.86
10.44
16.13
11.7
12.65
9.8
7.28
3.21
2.84
5.68
6.54
7.4
7.77
8.39
12.65
13.28
17.39
14.23
13.92
12.65
12.02
12.33
12.97
12.97
22.77
21.51
30.43
22.45
23.72
20.56
19.92
25.3
20.24
21.51
16.76
10.75
6.91
8.76
11.39
12.02
17.08
13.6
19.92
14.23
18.66
28.64
21.51
23.72
18.66
16.76
15.5
6.05
6.91
7.65
11.39
16.13
18.66
22.14
24.04
16.76
29.53
31.32
25.3
14.55
10.44
9.17
12.65
19.61
14.23
11.07
12.33
15.18
16.45
24.35
18.34
15.5
8.86
6.42
6.66
7.28
5.92
5.68
8.76
9.8
8.54
8.54
7.65
7.4
10.12
16.13
13.6
12.97
12.02
7.91
7.59
16.45
11.39
11.7
8.22
7.91
9.8
10.12
11.07
8.22
7.9
4.69
3.82
2.96
3.21
2.71
2.59
3.7
4.07
2.71
3.58
4.07
3.21
5.31
4.32
4.32
5.55
2.84
2.84
2.47
2.96
3.45
3.7
4.93
5.31
3.21
2.22
1.9
1.52
2.24
3.45
2.71
2.1
2.34
2.34
2.59
5.43
4.93
4.81
2.96
2.22
1.82
2.96
2.07
2.96
3.82
3.08
3.45
3.82
2.71
2.71
3.21
3.08
2.54
1.52
0.85
0.97
0.89
0.89
0.8
1.11
1.02
0.78
1.06
2.1
2.41
2.59
3.64
2.53
0.91
0.55
0.91
0.97
0.87
1.02
1.02
1.1
1.73
1.79
1.54
2.41
3.27
2.04
1.17
1.36
1.17
0.93
1.54
1.42
1.54
1.23
1.73
2.1
2.16
2.96
3.33
4.01
2.78
1.67
1.23
1.3
2.04
1.36
1.23
1.05
0.83
1.36
1.73
1.91
2.59
2.1
1.67
0.99
0.93
1.17
0.89
1.12
1.23
1.3
1.23
0.93
1.54
2.04
1.79
1.6
2.22
1.85
0.95
0.61
0.53
0.63
1.02
1.67
1.17
1.97
1.54
0.99
1.54
1.85
2.65
3.82
1.54
2.1
1.17
0.68
1.05
0.99
1.3
2.1
2.1
1.67
2.28
3.02
3.08
3.58
3.15
1.79
0.93
1.11
0.74
1.11
1.6
1.67
1.79
2.22
1.79
1.6
2.41
2.04
1.48
1.17
1.54
1.73
3.8
4.59
9.65
6.33
6.48
6.33
5.85
4.74
3.95
5.06
4.11
4.43
3.95
3.8
3.32
3.82
3.33
4.9
10.74
6.17
6.17
6.17
9.01
4.74
4.11
1.48
3.21
3.95
4.27
8.86
10.28
12.33
8.38
11.63
12.53
13.42
11.23
4.11
3.64
5.69
5.38
5.85
4.9
7.75
5.53
7.27
7.75
9.33
19.24
11.63
12.53
9.4
6.96
5.53
5.69
5.85
5.38
7.75
8.7
